#data for Fig. 1(b)
#tau: evolution time
#x1,x2: coordinates of holes in leg 1,2.
#Chh: hole-hole correlator C_hh(x1,x2; tau) giving the joint probability of finding holes at x1, x2.
#max[Chh]: maximum of the correlator at this timestep: max_{x1,x2}[C_hh(x1,x2; tau)]

tau   x_1     x_2    Chh  max[Chh]

0 	 -20 	 -20 	 0 	 1 
0 	 -20 	 -19 	 0 	 1 
0 	 -20 	 -18 	 0 	 1 
0 	 -20 	 -17 	 0 	 1 
0 	 -20 	 -16 	 0 	 1 
0 	 -20 	 -15 	 0 	 1 
0 	 -20 	 -14 	 0 	 1 
0 	 -20 	 -13 	 0 	 1 
0 	 -20 	 -12 	 0 	 1 
0 	 -20 	 -11 	 0 	 1 
0 	 -20 	 -10 	 0 	 1 
0 	 -20 	 -9 	 0 	 1 
0 	 -20 	 -8 	 0 	 1 
0 	 -20 	 -7 	 0 	 1 
0 	 -20 	 -6 	 0 	 1 
0 	 -20 	 -5 	 0 	 1 
0 	 -20 	 -4 	 0 	 1 
0 	 -20 	 -3 	 0 	 1 
0 	 -20 	 -2 	 0 	 1 
0 	 -20 	 -1 	 0 	 1 
0 	 -20 	 0 	 0 	 1 
0 	 -20 	 1 	 0 	 1 
0 	 -20 	 2 	 0 	 1 
0 	 -20 	 3 	 0 	 1 
0 	 -20 	 4 	 0 	 1 
0 	 -20 	 5 	 0 	 1 
0 	 -20 	 6 	 0 	 1 
0 	 -20 	 7 	 0 	 1 
0 	 -20 	 8 	 0 	 1 
0 	 -20 	 9 	 0 	 1 
0 	 -20 	 10 	 0 	 1 
0 	 -20 	 11 	 0 	 1 
0 	 -20 	 12 	 0 	 1 
0 	 -20 	 13 	 0 	 1 
0 	 -20 	 14 	 0 	 1 
0 	 -20 	 15 	 0 	 1 
0 	 -20 	 16 	 0 	 1 
0 	 -20 	 17 	 0 	 1 
0 	 -20 	 18 	 0 	 1 
0 	 -20 	 19 	 0 	 1 
0 	 -20 	 20 	 0 	 1 

0 	 -19 	 -20 	 0 	 1 
0 	 -19 	 -19 	 0 	 1 
0 	 -19 	 -18 	 0 	 1 
0 	 -19 	 -17 	 0 	 1 
0 	 -19 	 -16 	 0 	 1 
0 	 -19 	 -15 	 0 	 1 
0 	 -19 	 -14 	 0 	 1 
0 	 -19 	 -13 	 0 	 1 
0 	 -19 	 -12 	 0 	 1 
0 	 -19 	 -11 	 0 	 1 
