#data for Fig. 3(a)
#rms dynamics for effective model. See SM for more details.

#Parameters: J_perp = 500t, J_parallel = 0.

#tau: evolution time

#Delta_rms: root-mean-square of Delta = (x1 - x2)/2
#Delta_std: standard error on Delta_rms estimated from sampling 

#X_rms: root-mean-square of X = (x1 + x2)/2
#norm: norm of wave function (should be 1 always)

tau 	  X_rms	 	 norm
7.7500000 0.1753003 1.0000000
7.7750000 0.1761247 1.0000000
7.8000000 0.1764145 1.0000000
7.8250000 0.1772589 1.0000000
7.8500000 0.1775289 1.0000000
7.8750000 0.1783928 1.0000000
7.9000000 0.1786435 1.0000000
7.9250000 0.1795264 1.0000000
7.9500000 0.1797584 1.0000000
7.9750000 0.1806597 1.0000000
8.0000000 0.1808736 1.0000000
8.0250000 0.1817927 1.0000000
8.0500000 0.1819891 1.0000000
8.0750000 0.1829253 1.0000000
8.1000000 0.1831048 1.0000000
8.1250000 0.1840576 1.0000000
8.1500000 0.1842208 1.0000000
8.1750000 0.1851895 1.0000000
8.2000000 0.1853371 1.0000000
8.2250000 0.1863211 1.0000000
8.2500000 0.1864536 1.0000000
8.2750000 0.1874524 1.0000000
8.3000000 0.1875705 1.0000000
8.3250000 0.1885833 1.0000000
8.3500000 0.1886877 1.0000000
8.3750000 0.1897138 1.0000000
8.4000000 0.1898051 1.0000000
8.4250000 0.1908439 1.0000000
8.4500000 0.1909229 1.0000000
8.4750000 0.1919737 1.0000000
8.5000000 0.1920409 1.0000000
8.5250000 0.1931032 1.0000000
8.5500000 0.1931592 1.0000000
8.5750000 0.1942322 1.0000000
8.6000000 0.1942779 1.0000000
8.6250000 0.1953609 1.0000000
8.6500000 0.1953968 1.0000000
8.6750000 0.1964892 1.0000000
8.7000000 0.1965160 1.0000000
8.7250000 0.1976171 1.0000000
8.7500000 0.1976356 1.0000000
8.7750000 0.1987447 1.0000000
8.8000000 0.1987554 1.0000000
8.8250000 0.1998719 1.0000000
8.8500000 0.1998755 1.0000000
8.8750000 0.2009987 1.0000000
8.9000000 0.2009959 1.0000000
8.9250000 0.2021251 1.0000000
8.9500000 0.2021166 1.0000000
8.9750000 0.2032511 1.0000000
9.0000000 0.2032377 1.0000000
9.0250000 0.2043768 1.0000000
9.0500000 0.2043590 1.0000000
9.0750000 0.2055021 1.0000000
9.1000000 0.2054806 1.0000000
9.1250000 0.2066270 1.0000000
9.1500000 0.2066024 1.0000000
9.1750000 0.2077515 1.0000000
9.2000000 0.2077246 1.0000000
9.2250000 0.2088757 1.0000000
9.2500000 0.2088470 1.0000000
9.2750000 0.2099995 1.0000000
9.3000000 0.2099698 1.0000000
9.3250000 0.2111229 1.0000000
9.3500000 0.2110927 1.0000000
9.3750000 0.2122459 1.0000000
9.4000000 0.2122160 1.0000000
9.4250000 0.2133686 1.0000000
9.4500000 0.2133395 1.0000000
9.4750000 0.2144910 1.0000000
9.5000000 0.2144633 1.0000000
9.5250000 0.2156129 1.0000000
9.5500000 0.2155874 1.0000000
9.5750000 0.2167346 1.0000000
9.6000000 0.2167117 1.0000000
9.6250000 0.2178558 1.0000000
9.6500000 0.2178362 1.0000000
9.6750000 0.2189767 1.0000000
9.7000000 0.2189610 1.0000000
9.7250000 0.2200973 1.0000000
9.7500000 0.2200860 1.0000000
9.7750000 0.2212176 1.0000000
9.8000000 0.2212112 1.0000000
9.8250000 0.2223375 1.0000000
9.8500000 0.2223367 1.0000000
9.8750000 0.2234571 1.0000000
9.9000000 0.2234624 1.0000000
9.9250000 0.2245764 1.0000000
9.9500000 0.2245883 1.0000000
9.9750000 0.2256953 1.0000000
10.0000000 0.2257144 1.0000000
10.0250000 0.2268139 1.0000000
10.0500000 0.2268407 1.0000000
10.0750000 0.2279323 1.0000000
10.1000000 0.2279672 1.0000000
10.1250000 0.2290503 1.0000000
10.1500000 0.2290938 1.0000000
10.1750000 0.2301681 1.0000000
10.2000000 0.2302207 1.0000000
10.2250000 0.2312855 1.0000000
10.2500000 0.2313477 1.0000000
10.2750000 0.2324027 1.0000000
10.3000000 0.2324748 1.0000000
10.3250000 0.2335196 1.0000000
10.3500000 0.2336021 1.0000000
10.3750000 0.2346363 1.0000000
10.4000000 0.2347296 1.0000000
10.4250000 0.2357527 1.0000000
10.4500000 0.2358572 1.0000000
10.4750000 0.2368688 1.0000000
10.5000000 0.2369849 1.0000000
10.5250000 0.2379847 1.0000000
10.5500000 0.2381127 1.0000000
10.5750000 0.2391003 1.0000000
10.6000000 0.2392407 1.0000000
10.6250000 0.2402158 1.0000000
10.6500000 0.2403687 1.0000000
10.6750000 0.2413310 1.0000000
10.7000000 0.2414969 1.0000000
10.7250000 0.2424460 1.0000000
10.7500000 0.2426251 1.0000000
10.7750000 0.2435607 1.0000000
10.8000000 0.2437534 1.0000000
10.8250000 0.2446753 1.0000000
10.8500000 0.2448818 1.0000000
10.8750000 0.2457897 1.0000000
10.9000000 0.2460102 1.0000000
10.9250000 0.2469039 1.0000000
10.9500000 0.2471387 1.0000000
10.9750000 0.2480180 1.0000000
11.0000000 0.2482672 1.0000000
11.0250000 0.2491318 1.0000000
11.0500000 0.2493957 1.0000000
11.0750000 0.2502455 1.0000000
11.1000000 0.2505243 1.0000000
11.1250000 0.2513591 1.0000000
11.1500000 0.2516529 1.0000000
11.1750000 0.2524725 1.0000000
11.2000000 0.2527815 1.0000000
11.2250000 0.2535858 1.0000000
11.2500000 0.2539101 1.0000000
11.2750000 0.2546989 1.0000000
11.3000000 0.2550386 1.0000000
11.3250000 0.2558120 1.0000000
11.3500000 0.2561672 1.0000000
11.3750000 0.2569249 1.0000000
11.4000000 0.2572957 1.0000000
11.4250000 0.2580377 1.0000000
11.4500000 0.2584242 1.0000000
11.4750000 0.2591504 1.0000000
11.5000000 0.2595526 1.0000000
11.5250000 0.2602630 1.0000000
11.5500000 0.2606810 1.0000000
11.5750000 0.2613756 1.0000000
11.6000000 0.2618093 1.0000000
11.6250000 0.2624881 1.0000000
11.6500000 0.2629375 1.0000000
11.6750000 0.2636005 1.0000000
11.7000000 0.2640656 1.0000000
11.7250000 0.2647128 1.0000000
11.7500000 0.2651937 1.0000000
11.7750000 0.2658252 1.0000000
11.8000000 0.2663216 1.0000000
11.8250000 0.2669374 1.0000000
11.8500000 0.2674494 1.0000000
11.8750000 0.2680497 1.0000000
11.9000000 0.2685772 1.0000000
11.9250000 0.2691619 1.0000000
11.9500000 0.2697048 1.0000000
11.9750000 0.2702741 1.0000000
12.0000000 0.2708322 1.0000000
12.0250000 0.2713862 1.0000000
12.0500000 0.2719595 1.0000000
12.0750000 0.2724984 1.0000000
12.1000000 0.2730867 1.0000000
12.1250000 0.2736106 1.0000000
12.1500000 0.2742137 1.0000000
12.1750000 0.2747228 1.0000000
12.2000000 0.2753406 1.0000000
12.2250000 0.2758349 1.0000000
12.2500000 0.2764672 1.0000000
12.2750000 0.2769472 1.0000000
12.3000000 0.2775937 1.0000000
12.3250000 0.2780594 1.0000000
12.3500000 0.2787201 1.0000000
12.3750000 0.2791717 1.0000000
12.4000000 0.2798462 1.0000000
12.4250000 0.2802840 1.0000000
12.4500000 0.2809721 1.0000000
12.4750000 0.2813963 1.0000000
12.5000000 0.2820978 1.0000000
12.5250000 0.2825087 1.0000000
12.5500000 0.2832233 1.0000000
12.5750000 0.2836212 1.0000000
12.6000000 0.2843486 1.0000000
12.6250000 0.2847337 1.0000000
12.6500000 0.2854737 1.0000000
12.6750000 0.2858463 1.0000000
12.7000000 0.2865985 1.0000000
12.7250000 0.2869590 1.0000000
12.7500000 0.2877231 1.0000000
12.7750000 0.2880717 1.0000000
12.8000000 0.2888475 1.0000000
12.8250000 0.2891845 1.0000000
12.8500000 0.2899716 1.0000000
12.8750000 0.2902974 1.0000000
12.9000000 0.2910955 1.0000000
12.9250000 0.2914104 1.0000000
12.9500000 0.2922191 1.0000000
12.9750000 0.2925235 1.0000000
13.0000000 0.2933424 1.0000000
13.0250000 0.2936366 1.0000000
13.0500000 0.2944655 1.0000000
13.0750000 0.2947499 1.0000000
13.1000000 0.2955883 1.0000000
13.1250000 0.2958633 1.0000000
13.1500000 0.2967109 1.0000000
13.1750000 0.2969768 1.0000000
13.2000000 0.2978332 1.0000000
13.2250000 0.2980904 1.0000000
13.2500000 0.2989552 1.0000000
13.2750000 0.2992041 1.0000000
13.3000000 0.3000769 1.0000000
13.3250000 0.3003179 1.0000000
13.3500000 0.3011983 1.0000000
13.3750000 0.3014318 1.0000000
13.4000000 0.3023194 1.0000000
13.4250000 0.3025458 1.0000000
13.4500000 0.3034403 1.0000000
13.4750000 0.3036600 1.0000000
13.5000000 0.3045608 1.0000000
13.5250000 0.3047743 1.0000000
13.5500000 0.3056811 1.0000000
13.5750000 0.3058887 1.0000000
13.6000000 0.3068011 1.0000000
13.6250000 0.3070032 1.0000000
13.6500000 0.3079207 1.0000000
13.6750000 0.3081178 1.0000000
13.7000000 0.3090401 1.0000000
13.7250000 0.3092326 1.0000000
13.7500000 0.3101591 1.0000000
13.7750000 0.3103475 1.0000000
13.8000000 0.3112779 1.0000000
13.8250000 0.3114625 1.0000000
13.8500000 0.3123964 1.0000000
13.8750000 0.3125777 1.0000000
13.9000000 0.3135145 1.0000000
13.9250000 0.3136929 1.0000000
13.9500000 0.3146324 1.0000000
13.9750000 0.3148083 1.0000000
14.0000000 0.3157499 1.0000000
14.0250000 0.3159238 1.0000000
14.0500000 0.3168672 1.0000000
14.0750000 0.3170395 1.0000000
14.1000000 0.3179841 1.0000000
14.1250000 0.3181552 1.0000000
14.1500000 0.3191007 1.0000000
14.1750000 0.3192711 1.0000000
14.2000000 0.3202171 1.0000000
14.2250000 0.3203871 1.0000000
14.2500000 0.3213331 1.0000000
14.2750000 0.3215032 1.0000000
14.3000000 0.3224488 1.0000000
14.3250000 0.3226194 1.0000000
14.3500000 0.3235643 1.0000000
14.3750000 0.3237357 1.0000000
14.4000000 0.3246794 1.0000000
14.4250000 0.3248522 1.0000000
14.4500000 0.3257942 1.0000000
14.4750000 0.3259687 1.0000000
14.5000000 0.3269088 1.0000000
14.5250000 0.3270854 1.0000000
14.5500000 0.3280231 1.0000000
14.5750000 0.3282021 1.0000000
14.6000000 0.3291370 1.0000000
14.6250000 0.3293190 1.0000000
14.6500000 0.3302507 1.0000000
14.6750000 0.3304359 1.0000000
14.7000000 0.3313641 1.0000000
14.7250000 0.3315529 1.0000000
14.7500000 0.3324772 1.0000000
14.7750000 0.3326701 1.0000000
14.8000000 0.3335900 1.0000000
14.8250000 0.3337873 1.0000000
14.8500000 0.3347026 1.0000000
14.8750000 0.3349045 1.0000000
14.9000000 0.3358149 1.0000000
14.9250000 0.3360219 1.0000000
14.9500000 0.3369269 1.0000000
14.9750000 0.3371393 1.0000000
15.0000000 0.3380387 1.0000000
15.0250000 0.3382568 1.0000000
15.0500000 0.3391502 1.0000000
15.0750000 0.3393744 1.0000000
15.1000000 0.3402614 1.0000000
15.1250000 0.3404920 1.0000000
15.1500000 0.3413724 1.0000000
15.1750000 0.3416097 1.0000000
15.2000000 0.3424831 1.0000000
15.2250000 0.3427274 1.0000000
15.2500000 0.3435936 1.0000000
15.2750000 0.3438451 1.0000000
15.3000000 0.3447039 1.0000000
15.3250000 0.3449629 1.0000000
15.3500000 0.3458139 1.0000000
15.3750000 0.3460807 1.0000000
15.4000000 0.3469237 1.0000000
15.4250000 0.3471986 1.0000000
15.4500000 0.3480333 1.0000000
15.4750000 0.3483165 1.0000000
15.5000000 0.3491426 1.0000000
15.5250000 0.3494344 1.0000000
15.5500000 0.3502517 1.0000000
15.5750000 0.3505523 1.0000000
15.6000000 0.3513606 1.0000000
15.6250000 0.3516702 1.0000000
15.6500000 0.3524693 1.0000000
15.6750000 0.3527880 1.0000000
15.7000000 0.3535778 1.0000000
15.7250000 0.3539059 1.0000000
15.7500000 0.3546862 1.0000000
15.7750000 0.3550238 1.0000000
15.8000000 0.3557943 1.0000000
15.8250000 0.3561417 1.0000000
15.8500000 0.3569022 1.0000000
15.8750000 0.3572595 1.0000000
15.9000000 0.3580100 1.0000000
15.9250000 0.3583773 1.0000000
15.9500000 0.3591175 1.0000000
15.9750000 0.3594951 1.0000000
16.0000000 0.3602250 1.0000000
16.0250000 0.3606128 1.0000000
16.0500000 0.3613322 1.0000000
16.0750000 0.3617304 1.0000000
16.1000000 0.3624393 1.0000000
16.1250000 0.3628480 1.0000000
16.1500000 0.3635462 1.0000000
16.1750000 0.3639656 1.0000000
16.2000000 0.3646530 1.0000000
16.2250000 0.3650831 1.0000000
16.2500000 0.3657597 1.0000000
16.2750000 0.3662005 1.0000000
16.3000000 0.3668662 1.0000000
16.3250000 0.3673178 1.0000000
16.3500000 0.3679726 1.0000000
16.3750000 0.3684350 1.0000000
16.4000000 0.3690788 1.0000000
16.4250000 0.3695521 1.0000000
16.4500000 0.3701850 1.0000000
16.4750000 0.3706692 1.0000000
16.5000000 0.3712910 1.0000000
16.5250000 0.3717861 1.0000000
16.5500000 0.3723969 1.0000000
16.5750000 0.3729029 1.0000000
16.6000000 0.3735027 1.0000000
16.6250000 0.3740196 1.0000000
16.6500000 0.3746085 1.0000000
16.6750000 0.3751362 1.0000000
16.7000000 0.3757141 1.0000000
16.7250000 0.3762526 1.0000000
16.7500000 0.3768196 1.0000000
16.7750000 0.3773689 1.0000000
16.8000000 0.3779251 1.0000000
16.8250000 0.3784851 1.0000000
16.8500000 0.3790305 1.0000000
16.8750000 0.3796011 1.0000000
16.9000000 0.3801358 1.0000000
16.9250000 0.3807170 1.0000000
16.9500000 0.3812410 1.0000000
16.9750000 0.3818327 1.0000000
17.0000000 0.3823462 1.0000000
17.0250000 0.3829482 1.0000000
17.0500000 0.3834513 1.0000000
17.0750000 0.3840635 1.0000000
17.1000000 0.3845564 1.0000000
17.1250000 0.3851787 1.0000000
17.1500000 0.3856614 1.0000000
17.1750000 0.3862937 1.0000000
17.2000000 0.3867664 1.0000000
17.2250000 0.3874086 1.0000000
17.2500000 0.3878714 1.0000000
17.2750000 0.3885232 1.0000000
17.3000000 0.3889763 1.0000000
17.3250000 0.3896376 1.0000000
17.3500000 0.3900811 1.0000000
17.3750000 0.3907518 1.0000000
17.4000000 0.3911860 1.0000000
17.4250000 0.3918659 1.0000000
17.4500000 0.3922908 1.0000000
17.4750000 0.3929797 1.0000000
17.5000000 0.3933957 1.0000000
17.5250000 0.3940933 1.0000000
17.5500000 0.3945005 1.0000000
17.5750000 0.3952067 1.0000000
17.6000000 0.3956053 1.0000000
17.6250000 0.3963198 1.0000000
17.6500000 0.3967101 1.0000000
17.6750000 0.3974327 1.0000000
17.7000000 0.3978148 1.0000000
17.7250000 0.3985454 1.0000000
17.7500000 0.3989196 1.0000000
17.7750000 0.3996579 1.0000000
17.8000000 0.4000244 1.0000000
17.8250000 0.4007701 1.0000000
17.8500000 0.4011292 1.0000000
17.8750000 0.4018821 1.0000000
17.9000000 0.4022340 1.0000000
17.9250000 0.4029938 1.0000000
17.9500000 0.4033388 1.0000000
17.9750000 0.4041053 1.0000000
18.0000000 0.4044437 1.0000000
18.0250000 0.4052165 1.0000000
18.0500000 0.4055485 1.0000000
18.0750000 0.4063275 1.0000000
18.1000000 0.4066534 1.0000000
18.1250000 0.4074382 1.0000000
18.1500000 0.4077583 1.0000000
18.1750000 0.4085486 1.0000000
18.2000000 0.4088632 1.0000000
18.2250000 0.4096588 1.0000000
18.2500000 0.4099681 1.0000000
18.2750000 0.4107688 1.0000000
18.3000000 0.4110731 1.0000000
18.3250000 0.4118784 1.0000000
18.3500000 0.4121781 1.0000000
18.3750000 0.4129878 1.0000000
18.4000000 0.4132831 1.0000000
18.4250000 0.4140969 1.0000000
18.4500000 0.4143881 1.0000000
18.4750000 0.4152058 1.0000000
18.5000000 0.4154932 1.0000000
18.5250000 0.4163143 1.0000000
18.5500000 0.4165983 1.0000000
18.5750000 0.4174226 1.0000000
18.6000000 0.4177035 1.0000000
18.6250000 0.4185306 1.0000000
18.6500000 0.4188086 1.0000000
18.6750000 0.4196384 1.0000000
18.7000000 0.4199139 1.0000000
18.7250000 0.4207458 1.0000000
18.7500000 0.4210191 1.0000000
18.7750000 0.4218530 1.0000000
18.8000000 0.4221244 1.0000000
18.8250000 0.4229599 1.0000000
18.8500000 0.4232297 1.0000000
18.8750000 0.4240665 1.0000000
18.9000000 0.4243350 1.0000000
