#data for Fig. 3(a)
#Parameters: J_perp = 500t, J_parallel = 0.

#tau: evolution time

#Delta_rms: root-mean-square of Delta = (x1 - x2)/2
#Delta_std: standard error on Delta_rms estimated from sampling 

#X_rms: root-mean-square of X = (x1 + x2)/2
#X_std: standard error on X_rms estimated from sampling

#corr(x1,x2): correlation coefficient of x1, x2. 
#std on corr(x1,x2) estimated from sampling.

tau 	 Delta_rms 	 Delta_std 	  	 X_rms	 	 X_std		     corr(x1,x2)  	 std on corr(x1,x2) 

0 	 0 	 0 	 0 	 0 	 0 	 0 
0.05 	 0.000897775 	 1.54775e-05 	 0.00128928 	 2.53399e-06 	 0.350368 	 0.0668258 
0.1 	 0.00180083 	 3.06173e-05 	 0.00257871 	 5.052e-06 	 0.347787 	 0.0657546 
0.15 	 0.00269397 	 4.57241e-05 	 0.00386639 	 7.54721e-06 	 0.349756 	 0.0657085 
0.2 	 0.00358633 	 6.05745e-05 	 0.00515155 	 1.00898e-05 	 0.350471 	 0.0654046 
0.25 	 0.00446889 	 7.53357e-05 	 0.00643403 	 1.25139e-05 	 0.352454 	 0.065171 
0.3 	 0.00534385 	 8.98479e-05 	 0.00771392 	 1.4895e-05 	 0.354711 	 0.0649765 
0.35 	 0.00620828 	 0.000104108 	 0.00899038 	 1.71848e-05 	 0.357464 	 0.0647601 
0.4 	 0.00706148 	 0.00011802 	 0.0102619 	 1.94609e-05 	 0.360483 	 0.0644963 
0.45 	 0.00790078 	 0.000131527 	 0.011529 	 2.16447e-05 	 0.364013 	 0.0641449 
0.5 	 0.00872455 	 0.000144707 	 0.012792 	 2.37175e-05 	 0.368096 	 0.063804 
0.55 	 0.00953204 	 0.000157386 	 0.0140496 	 2.58252e-05 	 0.372575 	 0.0633926 
0.6 	 0.0103217 	 0.000169564 	 0.015302 	 2.77806e-05 	 0.377497 	 0.062924 
0.65 	 0.0110911 	 0.000181283 	 0.016549 	 2.97238e-05 	 0.382953 	 0.0624244 
0.7 	 0.0118394 	 0.000192401 	 0.0177908 	 3.15909e-05 	 0.388901 	 0.0618498 
0.75 	 0.0125657 	 0.000202993 	 0.019027 	 3.34294e-05 	 0.395293 	 0.0612297 
0.8 	 0.0132683 	 0.000213007 	 0.020258 	 3.52314e-05 	 0.402189 	 0.0605562 
0.85 	 0.0139464 	 0.000222414 	 0.0214838 	 3.69878e-05 	 0.409553 	 0.0598231 
0.9 	 0.0145985 	 0.000231236 	 0.0227049 	 3.87295e-05 	 0.417425 	 0.0590373 
0.95 	 0.0152243 	 0.000239441 	 0.0239211 	 4.04548e-05 	 0.42574 	 0.0581946 
1 	 0.0158226 	 0.000247052 	 0.0251328 	 4.21618e-05 	 0.434525 	 0.0573014 
1.05 	 0.0163928 	 0.000254053 	 0.0263403 	 4.38299e-05 	 0.443751 	 0.0563503 
1.1 	 0.0169341 	 0.000260525 	 0.0275437 	 4.55081e-05 	 0.453411 	 0.0553626 
1.15 	 0.0174465 	 0.000266416 	 0.0287435 	 4.71632e-05 	 0.463471 	 0.0543279 
1.2 	 0.0179294 	 0.000271818 	 0.0299395 	 4.88061e-05 	 0.473907 	 0.0532621 
1.25 	 0.0183828 	 0.000276755 	 0.0311325 	 5.04671e-05 	 0.484704 	 0.0521657 
1.3 	 0.0188068 	 0.000281251 	 0.0323222 	 5.21237e-05 	 0.495807 	 0.0510473 
1.35 	 0.0192014 	 0.000285371 	 0.0335091 	 5.37884e-05 	 0.507198 	 0.0499124 
1.4 	 0.0195668 	 0.000289185 	 0.0346932 	 5.54651e-05 	 0.51884 	 0.0487762 
1.45 	 0.0199039 	 0.000292746 	 0.0358745 	 5.71874e-05 	 0.530674 	 0.047643 
1.5 	 0.0202129 	 0.000296109 	 0.0370532 	 5.89443e-05 	 0.542676 	 0.0465192 
1.55 	 0.0204946 	 0.000299361 	 0.0382293 	 6.07523e-05 	 0.554803 	 0.0454181 
1.6 	 0.0207499 	 0.000302581 	 0.0394028 	 6.26237e-05 	 0.567003 	 0.0443484 
1.65 	 0.0209796 	 0.000305842 	 0.0405737 	 6.45899e-05 	 0.579243 	 0.043319 
1.7 	 0.021185 	 0.000309154 	 0.0417418 	 6.66365e-05 	 0.591466 	 0.0423281 
1.75 	 0.0213673 	 0.000312649 	 0.0429072 	 6.87889e-05 	 0.60364 	 0.0413896 
1.8 	 0.0215278 	 0.000316359 	 0.0440697 	 7.1056e-05 	 0.615716 	 0.0405055 
1.85 	 0.0216676 	 0.000320315 	 0.045229 	 7.34237e-05 	 0.627661 	 0.0396753 
1.9 	 0.0217881 	 0.000324621 	 0.0463854 	 7.59124e-05 	 0.63944 	 0.0389106 
1.95 	 0.0218909 	 0.000329264 	 0.0475383 	 7.85169e-05 	 0.651016 	 0.0382035 
2 	 0.0219775 	 0.000334266 	 0.0486878 	 8.12366e-05 	 0.662357 	 0.0375523 
2.05 	 0.0220491 	 0.000339694 	 0.0498339 	 8.40538e-05 	 0.673441 	 0.0369624 
2.1 	 0.0221073 	 0.000345512 	 0.0509762 	 8.69744e-05 	 0.684241 	 0.0364243 
2.15 	 0.0221533 	 0.000351743 	 0.0521149 	 8.99651e-05 	 0.694741 	 0.0359374 
2.2 	 0.0221889 	 0.000358389 	 0.0532496 	 9.30319e-05 	 0.704919 	 0.0354991 
